id_transaccion,fecha_venta,fecha_envio,id_cliente,nombre_cliente,apellido_cliente,email_cliente,pais_cliente,genero_cliente,estado_civil_cliente,id_producto,codigo_producto,nombre_producto,categoria_producto,subcategoria_producto,costo_fabricacion,cantidad,precio_unitario,monto_total,metodo_pago
TRX-109718,20250516,20250519,CLI-0051,Luis,Torres Ruiz,ltorres@outlook.com,Mexico,F,C,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,3,314.86,944.58,Efectivo
TRX-103974,24/02/2026,20260301,CLI-0254,Jorge,Gonzalez Cruz,jgonzalez@hotmail.com,Estados Unidos,n/a,C,PRD-002,SKU-DEP-002,Producto Accesorios 2,Deporte,Accesorios,176.37,1,221.7,221.7,Transferencia
TRX-104385,20251212,20251221,CLI-0202,Ana Maria,Gonzalez Gomez,ana.gonzalez@yahoo.com,Mexico,M,S,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,14,319.45,4472.3,Efectivo
TRX-101328,20251120,20251125,CLI-0348,Ana Carlos,Ramirez Gomez,ana.ramirez@gmail.com,CO,n/a,Casado,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,13,29.35,381.55,Paypal
TRX-107744,17/03/2025,20250323,CLI-0365,Juan,Perez Torres,juanperez74@gmail.com,ES,M,Casado,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,4,230.74,922.96,Efectivo
TRX-104207,20250505,20250509,CLI-0017,Jorge,Gonzalez Rodriguez,jorgegonzalez73@outlook.com,ES,Male,Soltero,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,12,321.26,3855.12,Paypal
TRX-101318,0,,CLI-0226,Jorge Carlos,Gomez Suarez,jorgegomez73@outlook.com,CO,F,S,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,8,311.01,2488.08,Tarjeta
TRX-101775,20250716,20250721,CLI-0477,Juan,Garcia Sanchez,juangarcia80@hotmail.com,,Female,Soltero,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,6,396.65,2379.9,Tarjeta
TRX-106374,20250616,20250621,CLI-0091,Laura,Ramirez Flores,lauraramirez@outlook.com,,M,C,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,1,309.44,309.44,Efectivo
TRX-108731,20250816,20250825,CLI-0401,Alejandro Jorge,Suarez Flores,alejandrosuarez@empresa.com,Colombia,Female,S,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,7,22.9,160.3,Paypal
TRX-106776,20260606,20260613,CLI-0582,Miguel,Garcia Gomez,mgarcia@outlook.com,Espana,F,C,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,8,307.87,2462.96,Tarjeta
TRX-101431,16/10/2025,20251020,CLI-0571,Luis,Ramirez Torres,luisramirez@outlook.com,CO,F,S,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,5,242.67,1213.35,Tarjeta
TRX-105508,20260620,20260630,CLI-0403,Laura Fernando,Lopez Diaz,laura.lopez@gmail.com,USA,F,Soltero,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,5,439.45,2197.25,Tarjeta
TRX-103183,20250712,20250720,CLI-0172,Ana,Ramirez Torres,ana.ramirez@outlook.com,ES,F,S,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,10,13.43,134.3,Efectivo
TRX-102282,20251119,20251121,CLI-0357,Maria Laura,Perez Flores,maria.perez@gmail.com,ES,Female,C,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,12,269.58,3234.96,Paypal
TRX-103877,20250527,20250602,CLI-0154,Daniel,Torres Cruz,danieltorres@hotmail.com,MX,M,Soltero,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,14,92.9,1300.6,Tarjeta
TRX-105878,20260513,20260515,CLI-0231,Luis Laura,Perez Garcia,luisperez70@hotmail.com,USA,F,C,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,9,107.48,967.32,Paypal
TRX-105493,20251001,20251004,CLI-0414,Sofia Luis,Cruz Romero,scruz@gmail.com,USA,Male,Casado,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,9,360.71,3246.39,Transferencia
TRX-102737,20251125,20251204,CLI-0295,Alejandro Miguel,Gonzalez Alvarez,alejandrogonzalez@hotmail.com,CO,F,Casado,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,10,361.41,3614.1,Transferencia
TRX-102001,20250802,20250812,CLI-0028,Rosa Fernando,Ramirez Romero,rosaramirez70@outlook.com,,n/a,C,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,12,43.69,524.28,Paypal
TRX-109682,20250906,20250915,CLI-0545,Rosa,Romero Suarez,rosaromero@hotmail.com,Mexico,F,Soltero,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,11,264.43,2908.73,Efectivo
TRX-108246,20251021,20251023,CLI-0110,Jorge,Gonzalez Martinez,jorgegonzalez90@hotmail.com,Estados Unidos,n/a,S,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,5,263.15,1315.75,Paypal
TRX-100311,20250102,20250112,CLI-0144,Laura Jorge,Cruz Sanchez,lauracruz81@empresa.com,MX,F,Casado,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,8,259.17,2073.36,Paypal
TRX-101127,20251125,20251129,CLI-0028,Rosa Fernando,Ramirez Romero,rosaramirez70@outlook.com,,n/a,C,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,9,170.89,1538.01,Efectivo
TRX-100057,20250312,20250316,CLI-0447,Elena Rosa,Martinez Lopez,emartinez@gmail.com,,M,C,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,2,192.65,385.3,Efectivo
TRX-101631,20260822,20260829,CLI-0040,Sofia,Torres Ramirez,sofiatorres92@hotmail.com,Estados Unidos,F,C,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,6,469.72,2818.32,Efectivo
TRX-104127,20250419,20250428,CLI-0192,Maria,Martinez Perez,maria.martinez@outlook.com,CO,M,Soltero,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,2,156.51,313.02,Efectivo
TRX-102625,20250527,20250531,CLI-0324,Laura,Flores Perez,lflores@yahoo.com,CO,M,Casado,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,1,37.36,37.36,Paypal
TRX-108861,20260815,20260821,CLI-0129,Lucia,Gomez Perez,luciagomez87@hotmail.com,ES,M,C,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,12,269.53,3234.36,Transferencia
TRX-105349,07/07/2025,20250713,CLI-0463,Miguel Ana,Gonzalez Rodriguez,miguelgonzalez92@yahoo.com,US,Female,C,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,14,128.79,1803.06,Transferencia
TRX-101534,20260720,20260725,CLI-0560,Diego,Garcia Flores,dgarcia@outlook.com,CO,n/a,Casado,PRD-036,SKU-DEP-036,Producto Accesorios 36,Deporte,Accesorios,92.56,-2,123.38,-246.76,Tarjeta
TRX-107604,20260409,20260418,CLI-0153,Carlos,Cruz Gonzalez,carloscruz@outlook.com,Colombia,F,S,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,2,279.52,559.04,Efectivo
TRX-105420,24/08/2026,,CLI-0570,Miguel Elena,Rodriguez Sanchez,miguelrodriguez@empresa.com,ES,F,Casado,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,11,235.4,2589.4,Paypal
TRX-103597,20250605,20250607,CLI-0501,Daniel,Sanchez Garcia,daniel.sanchez@hotmail.com,Colombia,Male,Soltero,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,7,134.71,942.97,Efectivo
TRX-101360,20260218,20260220,CLI-0377,Rosa,Diaz Martinez,rosadiaz@yahoo.com,Colombia,F,S,PRD-036,SKU-DEP-036,Producto Accesorios 36,Deporte,Accesorios,92.56,13,201.27,0.0,Paypal
TRX-101128,20260328,20260330,CLI-0579,Elena Daniel,Torres Ruiz,elenatorres84@yahoo.com,MX,n/a,Casado,PRD-068,SKU-HOG-068,Producto Decoracion 68,Hogar,Decoracion,145.32,4,195.93,783.72,Tarjeta
TRX-105692,20260512,20260517,CLI-0488,Sofia,Sanchez Perez,sofiasanchez@outlook.com,MX,Male,S,PRD-013,SKU-ELE-013,Producto Smartphones 13,Electronica,Smartphones,105.79,-2,179.82,-359.64,Paypal
TRX-106040,20260210,20260211,CLI-0516,Pedro,Ramirez Torres,pedro.ramirez@outlook.com,Estados Unidos,Female,Soltero,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,13,252.4,3281.2,Transferencia
TRX-103423,20260205,20260209,CLI-0338,Daniel Sofia,Gomez Sanchez,daniel.gomez@gmail.com,Mexico,Female,Soltero,PRD-008,SKU-HOG-008,Producto Decoracion 8,Hogar,Decoracion,73.75,14,145.62,2038.68,Paypal
TRX-101280,20260629,20260708,CLI-0018,Javier,Ramirez Sanchez,javierramirez88@empresa.com,US,F,S,PRD-013,SKU-ELE-013,Producto Smartphones 13,Electronica,Smartphones,105.79,11,194.93,2144.23,Tarjeta
TRX-100557,19/02/2025,20250220,CLI-0293,Marta Carmen,Gonzalez Ramirez,martagonzalez74@yahoo.com,Espana,F,Soltero,PRD-018,SKU-ELE-018,Producto Audio 18,Electronica,Audio,167.74,8,364.83,2918.64,Transferencia
TRX-100374,20251208,20251216,CLI-0241,Carmen Sofia,Romero Gomez,cromero@empresa.com,MX,n/a,C,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,4,27.18,108.72,Transferencia
TRX-108012,20260303,20260305,CLI-0049,Sofia,Cruz Flores,scruz@empresa.com,USA,Male,C,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,12,153.59,1843.08,Paypal
TRX-105165,20251120,20251126,CLI-0171,Diego Maria,Torres Diaz,diegotorres96@hotmail.com,US,M,Casado,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,9,106.93,962.37,Tarjeta
TRX-103666,20251229,20251230,CLI-0507,Javier Jorge,Sanchez Garcia,javiersanchez@outlook.com,Espana,n/a,S,PRD-030,SKU-ELE-030,Producto Smartphones 30,Electronica,Smartphones,8.23,8,15.77,126.16,Transferencia
TRX-107544,20260618,20260620,CLI-0239,Sofia Alejandro,Gomez Cruz,sgomez@empresa.com,Estados Unidos,Female,Soltero,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,6,58.82,352.92,Efectivo
TRX-103933,20250628,20250630,CLI-0386,Jorge Carmen,Ruiz Perez,jorgeruiz@empresa.com,MX,Male,C,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,9,460.85,4147.65,Tarjeta
TRX-107447,20260209,20260214,CLI-0537,Ana Laura,Lopez Garcia,analopez@gmail.com,Espana,Female,Casado,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,6,50.75,304.5,Efectivo
TRX-107364,20250211,20250218,CLI-0420,Javier,Rodriguez Sanchez,javierrodriguez@gmail.com,CO,M,Soltero,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,7,339.89,2379.23,Tarjeta
TRX-105934,20260807,20260816,CLI-0259,Diego Juan,Cruz Perez,diegocruz@gmail.com,USA,Male,Casado,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,1,240.01,240.01,Tarjeta
TRX-107867,20260123,20260126,CLI-0166,Elena,Ramirez Garcia,elenaramirez@yahoo.com,CO,n/a,Soltero,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,2,357.75,715.5,Efectivo
TRX-103649,20250323,20250326,CLI-0401,Alejandro Jorge,Suarez Flores,alejandrosuarez@empresa.com,Colombia,Female,S,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,8,60.04,480.32,Paypal
TRX-104286,20260812,20260814,CLI-0315,Pedro Carmen,Martinez Gomez,pedromartinez@hotmail.com,USA,Male,C,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,-2,115.38,-230.76,Efectivo
TRX-100884,20250106,20250107,CLI-0128,Carmen Fernando,Gomez Suarez,carmengomez@yahoo.com,Espana,n/a,Soltero,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,13,119.46,1552.98,Tarjeta
TRX-102078,20260310,20260320,CLI-0493,Laura,Ramirez Perez,laura.ramirez@outlook.com,USA,Female,S,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,3,254.74,764.22,Transferencia
TRX-105951,20260704,20260710,CLI-0353,Fernando,Martinez Diaz,fmartinez@empresa.com,Espana,n/a,C,PRD-044,SKU-DEP-044,Producto Accesorios 44,Deporte,Accesorios,90.05,7,126.02,882.14,Tarjeta
TRX-108367,0,,CLI-0155,Marta Ana,Gomez Lopez,marta.gomez@outlook.com,MX,Male,S,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,6,313.21,1879.26,Paypal
TRX-100542,20250331,20250408,CLI-0046,Marta,Gonzalez Lopez,martagonzalez78@empresa.com,ES,Male,S,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,10,193.4,1934.0,Tarjeta
TRX-100822,20260322,20260324,CLI-0011,Javier Ana,Rodriguez Perez,jrodriguez@empresa.com,,n/a,Soltero,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,12,427.17,5126.04,Transferencia
TRX-104418,20260429,20260503,CLI-0543,Marta Ana,Romero Rodriguez,mromero@yahoo.com,Estados Unidos,Male,Casado,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,3,245.82,737.46,Tarjeta
TRX-105808,20260127,20260128,CLI-0439,Carlos Lucia,Flores Sanchez,carlos.flores@gmail.com,ES,F,Soltero,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,6,278.45,1670.7,Tarjeta
TRX-101763,20250911,20250921,CLI-0194,Miguel,Flores Alvarez,mflores@yahoo.com,CO,Female,C,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,7,238.89,1672.23,Tarjeta
TRX-104226,20250508,20250509,CLI-0404,Luis Fernando,Ruiz Garcia,lruiz@hotmail.com,CO,F,Soltero,PRD-030,SKU-ELE-030,Producto Smartphones 30,Electronica,Smartphones,8.23,7,17.04,119.28,Transferencia
TRX-101862,20260115,20260119,CLI-0048,Fernando,Alvarez Romero,fernandoalvarez84@empresa.com,US,F,C,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,1,134.8,134.8,Transferencia
TRX-104836,20250627,20250628,CLI-0273,Diego Maria,Romero Flores,diego.romero@empresa.com,USA,M,S,PRD-058,SKU-DEP-058,Producto Calzado 58,Deporte,Calzado,91.03,9,190.46,1714.14,Tarjeta
TRX-108006,20250331,20250408,CLI-0501,Daniel,Sanchez Garcia,daniel.sanchez@hotmail.com,Colombia,Male,Soltero,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,13,126.4,1643.2,Transferencia
TRX-107282,20260503,20260513,CLI-0121,Fernando Carlos,Gomez Romero,fernandogomez@empresa.com,Mexico,F,Casado,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,5,113.13,565.65,Tarjeta
TRX-105248,24/08/2026,20260826,CLI-0323,Laura,Alvarez Cruz,laura.alvarez@hotmail.com,CO,F,C,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,1,296.97,296.97,Paypal
TRX-108207,20260826,20260903,CLI-0278,Diego Laura,Garcia Vargas,dgarcia@outlook.com,ES,Female,Casado,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,13,133.11,1730.43,Transferencia
TRX-102838,22/07/2025,20250727,CLI-0102,Daniel Carlos,Suarez Alvarez,dsuarez@empresa.com,MX,n/a,S,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,8,144.14,1153.12,Paypal
TRX-100735,20250621,20250623,CLI-0201,Maria,Gonzalez Romero,mgonzalez@gmail.com,Espana,Male,C,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,10,340.83,0.0,Transferencia
TRX-109783,20250307,20250312,CLI-0111,Carlos,Ruiz Rodriguez,carlosruiz80@empresa.com,ES,Male,S,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,1,56.16,56.16,Transferencia
TRX-104091,20260602,20260605,CLI-0049,Sofia,Cruz Flores,scruz@empresa.com,USA,Male,C,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,1,239.91,239.91,Transferencia
TRX-101501,20260430,20260502,CLI-0465,Luis Diego,Gonzalez Flores,luisgonzalez@gmail.com,Colombia,Male,S,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,1,209.55,209.55,Efectivo
TRX-101521,20250909,20250912,CLI-0205,Elena Javier,Diaz Ruiz,elenadiaz88@empresa.com,Mexico,F,Soltero,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,1,176.32,176.32,Tarjeta
TRX-109702,20260219,20260227,CLI-0304,Juan,Romero Diaz,juan.romero@outlook.com,,n/a,Casado,PRD-073,SKU-ELE-073,Producto Smartphones 73,Electronica,Smartphones,194.69,2,468.53,937.06,Efectivo
TRX-108711,24/08/2026,,CLI-0565,Sofia Javier,Romero Lopez,sromero@outlook.com,USA,M,S,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,12,399.44,4793.28,Tarjeta
TRX-101416,20260107,20260115,CLI-0353,Fernando,Martinez Diaz,fmartinez@empresa.com,Espana,n/a,C,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,1,250.8,250.8,Paypal
TRX-105890,20260826,,CLI-0065,Alejandro,Diaz Ramirez,alejandrodiaz@gmail.com,CO,n/a,Soltero,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,5,58.66,0.0,Transferencia
TRX-109403,20250407,20250414,CLI-0308,Pedro Carmen,Gomez Suarez,pedrogomez@hotmail.com,CO,F,C,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,4,197.72,790.88,Efectivo
TRX-105517,20250420,20250428,CLI-0363,Pedro,Torres Vargas,pedrotorres89@empresa.com,CO,F,C,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,10,16.41,164.1,Transferencia
TRX-105052,03/11/2025,20251109,CLI-0393,Elena Pedro,Martinez Vargas,emartinez@yahoo.com,MX,n/a,S,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,10,321.79,3217.9,Efectivo
TRX-100084,20260223,20260301,CLI-0275,Juan Carmen,Romero Ramirez,jromero@hotmail.com,USA,n/a,Soltero,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,6,327.24,1963.44,Paypal
TRX-105013,21/07/2025,20250729,CLI-0421,Jorge Fernando,Gomez Garcia,jorgegomez@hotmail.com,Espana,M,Soltero,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,7,301.23,2108.61,Efectivo
TRX-106150,20260103,20260104,CLI-0109,Lucia,Cruz Suarez,luciacruz@hotmail.com,US,F,C,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,4,368.58,1474.32,Tarjeta
TRX-103774,20260803,20260809,CLI-0411,Diego,Gonzalez Diaz,diegogonzalez86@hotmail.com,MX,Male,Soltero,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,6,54.37,326.22,Paypal
TRX-102645,20250824,20250902,CLI-0569,Javier Ana,Torres Diaz,javier.torres@outlook.com,US,F,S,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,6,234.74,1408.44,Paypal
TRX-103454,0,,CLI-0367,Carmen Elena,Alvarez Garcia,carmenalvarez99@gmail.com,Colombia,M,C,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,14,162.3,2272.2,Tarjeta
TRX-108816,20260729,20260806,CLI-0551,Fernando Maria,Gonzalez Suarez,fernandogonzalez94@hotmail.com,Mexico,n/a,C,PRD-022,SKU-DEP-022,Producto Accesorios 22,Deporte,Accesorios,180.46,3,268.34,805.02,Transferencia
TRX-105708,20260709,20260712,CLI-0459,Maria Diego,Cruz Ruiz,mariacruz95@hotmail.com,ES,Male,C,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,14,184.26,2579.64,Efectivo
TRX-108015,20260822,,CLI-0353,Fernando,Martinez Diaz,fmartinez@empresa.com,Espana,n/a,C,PRD-077,SKU-HOG-077,Producto Decoracion 77,Hogar,Decoracion,30.1,12,70.24,842.88,Paypal
TRX-103248,20250406,20250411,CLI-0328,Jorge,Martinez Cruz,jorgemartinez@empresa.com,,Female,Soltero,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,9,451.17,4060.53,Efectivo
TRX-100956,20260827,,CLI-0527,Laura,Gonzalez Lopez,laura.gonzalez@yahoo.com,Mexico,M,Soltero,PRD-052,SKU-ELE-052,Producto Laptops 52,Electronica,Laptops,137.39,2,280.2,560.4,Tarjeta
TRX-102736,07/05/2026,20260517,CLI-0583,Sofia,Sanchez Cruz,sofiasanchez@outlook.com,Colombia,Female,Soltero,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,9,202.16,1819.44,Transferencia
TRX-104388,21/08/2025,20250829,CLI-0395,Elena,Martinez Torres,emartinez@outlook.com,,M,Soltero,PRD-044,SKU-DEP-044,Producto Accesorios 44,Deporte,Accesorios,90.05,6,158.23,949.38,Tarjeta
TRX-101936,20251003,20251007,CLI-0534,Marta Sofia,Perez Ramirez,mperez@yahoo.com,US,Male,Soltero,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,10,13.6,136.0,Transferencia
TRX-102853,20250602,20250609,CLI-0230,Carmen,Diaz Rodriguez,carmendiaz73@hotmail.com,ES,Male,Casado,PRD-077,SKU-HOG-077,Producto Decoracion 77,Hogar,Decoracion,30.1,2,53.49,106.98,Paypal
TRX-104752,20250105,20250107,CLI-0371,Maria Laura,Diaz Lopez,maria.diaz@outlook.com,MX,M,C,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,4,29.38,117.52,Transferencia
TRX-105151,20260513,20260515,CLI-0410,Luis Maria,Suarez Martinez,lsuarez@empresa.com,ES,Male,S,PRD-036,SKU-DEP-036,Producto Accesorios 36,Deporte,Accesorios,92.56,12,130.28,1563.36,Paypal
TRX-109654,20260828,,CLI-0477,Juan,Garcia Sanchez,juangarcia80@hotmail.com,,Female,Soltero,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,8,52.55,420.4,Efectivo
TRX-101188,20250529,20250607,CLI-0029,Diego,Martinez Suarez,diego.martinez@hotmail.com,CO,n/a,C,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,14,178.86,2504.04,Transferencia
TRX-100327,20251030,20251104,CLI-0211,Carlos,Diaz Alvarez,carlosdiaz@hotmail.com,Colombia,Female,Soltero,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,10,202.33,2023.3,Tarjeta
TRX-107624,20250828,20250903,CLI-0437,Laura Jorge,Rodriguez Lopez,laura.rodriguez@yahoo.com,ES,Male,Soltero,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,12,16.55,198.6,Tarjeta
TRX-107062,20250427,20250501,CLI-0426,Lucia Jorge,Sanchez Martinez,lucia.sanchez@yahoo.com,,Female,C,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,10,42.41,0.0,Tarjeta
TRX-102582,19/03/2025,20250329,CLI-0199,Fernando Alejandro,Cruz Perez,fernandocruz79@yahoo.com,Colombia,M,Casado,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,1,251.24,251.24,Efectivo
TRX-103691,20250117,20250119,CLI-0186,Jorge Diego,Garcia Perez,jorgegarcia84@outlook.com,US,M,C,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,8,289.07,2312.56,Efectivo
TRX-102028,20251121,20251122,CLI-0455,Carmen,Lopez Garcia,clopez@gmail.com,USA,Male,Soltero,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,1,20.95,20.95,Paypal
TRX-100665,10/06/2025,20250611,CLI-0491,Sofia,Torres Romero,sofiatorres90@empresa.com,,Female,Casado,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,13,154.09,2003.17,Efectivo
TRX-108439,20260722,20260725,CLI-0316,Javier,Romero Diaz,javier.romero@gmail.com,MX,Male,C,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,1,7.59,7.59,Tarjeta
TRX-108474,20251110,20251116,CLI-0559,Juan,Gonzalez Ramirez,jgonzalez@yahoo.com,MX,n/a,C,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,10,247.89,2478.9,Tarjeta
TRX-100826,22/08/2026,,CLI-0046,Marta,Gonzalez Lopez,martagonzalez78@empresa.com,ES,Male,S,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,5,260.11,0.0,Transferencia
TRX-104847,16/07/2026,20260717,CLI-0029,Diego,Martinez Suarez,diego.martinez@hotmail.com,CO,n/a,C,PRD-045,SKU-HOG-045,Producto Iluminacion 45,Hogar,Iluminacion,49.43,11,82.56,908.16,Transferencia
TRX-103930,20250228,20250309,CLI-0342,Alejandro,Romero Rodriguez,aromero@hotmail.com,CO,Female,Casado,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,11,274.69,3021.59,Tarjeta
TRX-103841,20260327,20260404,CLI-0431,Alejandro,Martinez Vargas,alejandro.martinez@outlook.com,Estados Unidos,F,Soltero,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,5,247.33,1236.65,Paypal
TRX-108153,20260829,,CLI-0448,Alejandro,Vargas Flores,alejandro.vargas@hotmail.com,Espana,F,Soltero,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,8,116.14,929.12,Tarjeta
TRX-104064,20260705,20260706,CLI-0447,Elena Rosa,Martinez Lopez,emartinez@gmail.com,,M,C,PRD-029,SKU-ELE-029,Producto Laptops 29,Electronica,Laptops,191.94,10,326.5,3265.0,Efectivo
TRX-108942,20251219,20251228,CLI-0165,Diego,Gomez Rodriguez,diegogomez74@yahoo.com,Mexico,Female,Soltero,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,1,290.37,290.37,Paypal
